position,word,freq,function,item,activation
2,eagle,1447.875,NN,152,-2.0358538449754944
3,",",3.375,",",152,-8.553019211179882
4,who,232455.375,WP,152,3.0607401348152368
5,already,38578.5,RB,152,1.262527864218789
6,thought,63993.375,VBD,152,1.7694471444811157
7,himself,34967.25,PRP,152,1.1640602702362055
8,the,6961417.875,DT,152,6.461418845027831
9,de,14797.125,FW,152,0.3019821665813021
10,facto,22.5,FW,152,-6.347817400601788
11,king,18436.5,NN,152,0.5224974817880327
12,",",3.375,",",152,-8.553019211179882
13,arrived,9937.125,VBD,152,-0.09749783881107825
14,fashionably,60.75,RB,152,-5.288067881411634
15,late,22582.125,JJ,152,0.7258533803975561
16,.,24.75,.,152,-6.2500316988811715
1,it,1225753.875,PRP,153,4.724208657999368
2,was,1039471.875,VBD,153,4.559308638799121
3,a,2419745.625,DT,153,5.404505368361806
4,hawk,438.75,NN,153,-3.246044993807392
5,who,232455.375,WP,153,3.0607401348152368
6,was,1039471.875,VBD,153,4.559308638799121
7,most,111103.875,RBS,153,2.3218280820352697
8,excited,2147.625,JJ,153,-1.6379913407113584
9,about,221755.5,IN,153,3.0135808560041815
10,the,6961417.875,DT,153,6.461418845027831
11,meeting,23401.125,NN,153,0.7615647223401483
12,",",3.375,",",153,-8.553019211179882
13,because,95833.125,IN,153,2.1738060896422704
14,he,766551.375,PRP,153,4.2546246760537185
15,was,1039471.875,VBD,153,4.559308638799121
16,the,6961417.875,DT,153,6.461418845027831
17,dark,15175.125,JJ,153,0.32728219997378727
18,horse,8731.125,NN,153,-0.22737197212901528
19,for,958188.375,IN,153,4.477855445776505
20,king,18436.5,NN,153,0.5224974817880327
21,.,24.75,.,153,-6.2500316988811715
1,the,6961417.875,DT,154,6.461418845027831
2,small,50008.5,JJ,154,1.5224796790484647
3,fry,1300.5,NN,154,-2.1441493548133685
4,came,53068.5,VBD,154,1.5819660630710055
5,too,78940.125,RB,154,1.9796470179575716
6,",",3.375,",",154,-8.553019211179882
7,and,3018237.75,CC,154,5.625565196146023
8,the,6961417.875,DT,154,6.461418845027831
9,robin,2392.875,NN,154,-1.5290661537200843
10,",",3.375,",",154,-8.553019211179882
11,the,6961417.875,DT,154,6.461418845027831
12,bluebird,65.25,NN,154,-5.20861088031231
13,",",3.375,",",154,-8.553019211179882
14,the,6961417.875,DT,154,6.461418845027831
15,owl,1294.875,NN,154,-2.1486766570684552
16,",",3.375,",",154,-8.553019211179882
17,the,6961417.875,DT,154,6.461418845027831
18,lark,281.25,NN,154,-3.6990051584940873
19,",",3.375,",",154,-8.553019211179882
20,and,3018237.75,CC,154,5.625565196146023
21,the,6961417.875,DT,154,6.461418845027831
22,sparrow,214.875,NN,154,-3.976156125945487
23,",",3.375,",",154,-8.553019211179882
24,who,232455.375,WP,154,3.0607401348152368
25,had,501070.5,VBD,154,3.829271959244354
26,only,172019.25,RB,154,2.759402255190665
27,a,2419745.625,DT,154,5.404505368361806
28,chance,14972.625,NN,154,0.3137913436646915
29,in,2118706.875,IN,154,5.2716165665251795
30,a,2419745.625,DT,154,5.404505368361806
31,million,27618.75,CD,154,0.9276442099010247
32,to,2880389.25,TO,154,5.578807643890024
33,be,747877.5,VB,154,4.229951711019649
34,king,18436.5,NN,154,0.5224974817880327
35,",",3.375,",",154,-8.553019211179882
36,were,363186.0,VBD,154,3.507260646608495
37,all,295252.875,RB,154,3.300044068279032
38,present,25104.375,JJ,154,0.8319827517553603
39,at,537950.25,IN,154,3.900327488661853
40,the,6961417.875,DT,154,6.461418845027831
41,meeting,23401.125,NN,154,0.7615647223401483
42,.,24.75,.,154,-6.2500316988811715
1,the,6961417.875,DT,155,6.461418845027831
2,cuckoo,465.75,NN,155,-3.1852463714476644
3,",",3.375,",",155,-8.553019211179882
4,who,232455.375,WP,155,3.0607401348152368
5,was,1039471.875,VBD,155,4.559308638799121
6,almost,35536.5,RB,155,1.1802366333634957
7,not,520624.125,RB,155,3.8675734186303243
8,invited,4857.75,VBN,155,-0.8164250630218217
9,because,95833.125,IN,155,2.1738060896422704
10,his,487798.875,PRP$,155,3.80241399149176
11,call,21919.5,NN,155,0.6959897691211031
12,so,238677.75,RB,155,3.0871752871511715
13,annoyed,1044.0,VBD,155,-2.365996031357169
14,the,6961417.875,DT,155,6.461418845027831
15,other,159907.5,JJ,155,2.6863250877098728
16,birds,6679.125,NNS,155,-0.4964020950930073
17,",",3.375,",",155,-8.553019211179882
18,came,53068.5,VBD,155,1.5819660630710055
19,too,78940.125,RB,155,1.9796470179575716
20,.,24.75,.,155,-6.2500316988811715
1,it,1225753.875,PRP,156,4.724208657999368
2,was,1039471.875,VBD,156,4.559308638799121
3,the,6961417.875,DT,156,6.461418845027831
4,very,138472.875,RB,156,2.5422661664127704
5,little,54113.625,JJ,156,1.6014982301650047
6,bird,4449.375,NN,156,-0.9046718989251207
7,who,232455.375,WP,156,3.0607401348152368
8,had,501070.5,VBD,156,3.829271959244354
9,no,236185.875,DT,156,3.0766719263474687
10,name,29593.125,NN,156,0.9968520427864583
11,at,537950.25,IN,156,3.900327488661853
12,all,295252.875,DT,156,3.300044068279032
13,",",3.375,",",156,-8.553019211179882
14,however,68060.25,RB,156,1.8311496024357596
15,",",3.375,",",156,-8.553019211179882
16,that,1254804.75,WDT,156,4.747640315532376
17,would,287097.75,MD,156,3.2720158482858137
18,end,55858.5,VB,156,1.63328466211274
19,up,208252.125,RP,156,2.950706260133212
20,overturning,131.625,VBG,156,-4.480507607614825
21,the,6961417.875,DT,156,6.461418845027831
22,balance,9964.125,NN,156,-0.09477448734836956
23,of,3309513.75,IN,156,5.717712269505563
24,power,36031.5,NN,156,1.194096653666495
25,among,25722.0,IN,156,0.8563504575635243
26,the,6961417.875,DT,156,6.461418845027831
27,birds,6679.125,NNS,156,-0.4964020950930073
28,.,24.75,.,156,-6.2500316988811715
1,that,1254804.75,IN,157,4.747640315532376
2,there,368964.0,EX,157,3.5230541502948856
3,would,287097.75,MD,157,3.2720158482858137
4,be,747877.5,VB,157,4.229951711019649
5,great,50869.125,JJ,157,1.539574373028718
6,confusion,3231.0,NN,157,-1.2265017118923704
7,and,3018237.75,CC,157,5.625565196146023
8,noise,5238.0,NN,157,-0.7405950150653494
9,among,25722.0,IN,157,0.8563504575635243
10,the,6961417.875,DT,157,6.461418845027831
11,birds,6679.125,NNS,157,-0.4964020950930073
12,at,537950.25,IN,157,3.900327488661853
13,the,6961417.875,DT,157,6.461418845027831
14,meeting,23401.125,NN,157,0.7615647223401483
15,was,1039471.875,VBD,157,4.559308638799121
16,to,2880389.25,TO,157,5.578807643890024
17,be,747877.5,VB,157,4.229951711019649
18,expected,18860.625,VBN,157,0.5452993052064871
19,",",3.375,",",157,-8.553019211179882
20,given,47097.0,VBN,157,1.462401576325588
21,the,6961417.875,DT,157,6.461418845027831
22,sheer,2355.75,JJ,157,-1.544795842243315
23,numbers,12736.125,NNS,157,0.1515233645877586
24,of,3309513.75,IN,157,5.717712269505563
25,birds,6679.125,NNS,157,-0.4964020950930073
26,that,1254804.75,WDT,157,4.747640315532376
27,have,532904.625,VBP,157,3.8908988165500933
28,gathered,3116.25,VBN,157,-1.2629382270789227
29,.,24.75,.,157,-6.2500316988811715
1,there,368964.0,EX,158,3.5230541502948856
2,was,1039471.875,VBD,158,4.559308638799121
3,piping,379.125,VBG,158,-3.394040198262683
4,",",3.375,",",158,-8.553019211179882
5,hissing,288.0,VBG,158,-3.6743103518769518
6,",",3.375,",",158,-8.553019211179882
7,and,3018237.75,CC,158,5.625565196146023
8,clacking,37.125,VBG,158,-5.801841108083268
9,",",3.375,",",158,-8.553019211179882
10,but,513081.0,CC,158,3.8529715218956166
11,finally,14640.75,RB,158,0.2913044959458225
12,it,1225753.875,PRP,158,4.724208657999368
13,was,1039471.875,VBD,158,4.559308638799121
14,decided,17058.375,VBN,158,0.44459587528582184
15,that,1254804.75,IN,158,4.747640315532376
16,the,6961417.875,DT,158,6.461418845027831
17,bird,4449.375,NN,158,-0.9046718989251207
18,that,1254804.75,WDT,158,4.747640315532376
19,could,189441.0,MD,158,2.8559571371454693
20,fly,4287.375,VB,158,-0.9419675205365022
21,the,6961417.875,DT,158,6.461418845027831
22,highest,5465.25,JJS,158,-0.6979358896911749
23,should,125141.625,MD,158,2.4409365829419616
24,be,747877.5,VB,158,4.229951711019649
25,king,18436.5,NN,158,0.5224974817880327
26,.,24.75,.,158,-6.2500316988811715
1,the,6961417.875,DT,159,6.461418845027831
2,little,54113.625,JJ,159,1.6014982301650047
3,bird,4449.375,NN,159,-0.9046718989251207
4,lay,11432.25,VBD,159,0.043154014026477214
5,low,19145.25,RB,159,0.5603273084805389
6,near,19676.25,IN,159,0.5877568837961145
7,the,6961417.875,DT,159,6.461418845027831
8,eagle,1447.875,NN,159,-2.0358538449754944
9,at,537950.25,IN,159,3.900327488661853
10,first,133537.5,JJ,159,2.505939399601613
11,",",3.375,",",159,-8.553019211179882
12,but,513081.0,CC,159,3.8529715218956166
13,the,6961417.875,DT,159,6.461418845027831
14,eagle,1447.875,NN,159,-2.0358538449754944
15,did,161357.625,VBD,159,2.6953605900580073
16,not,520624.125,RB,159,3.8675734186303243
17,notice,10362.375,VB,159,-0.055454075797136716
18,the,6961417.875,DT,159,6.461418845027831
19,bird,4449.375,NN,159,-0.9046718989251207
20,hopping,257.625,VBG,159,-3.789506270671902
21,onto,6984.0,IN,159,-0.4515605385572636
22,his,487798.875,PRP$,159,3.80241399149176
23,back,115117.875,NN,159,2.3573577842972915
24,right,98587.125,RB,159,2.2021715679616976
25,as,582511.5,IN,159,3.9799489740033183
26,the,6961417.875,DT,159,6.461418845027831
27,competition,10612.125,NN,159,-0.03154108080168248
28,was,1039471.875,VBD,159,4.559308638799121
29,about,221755.5,RB,159,3.0135808560041815
30,to,2880389.25,TO,159,5.578807643890024
31,commence,499.5,VB,159,-3.113806901099244
32,.,24.75,.,159,-6.2500316988811715
1,into,183903.75,IN,160,2.8262649157595674
2,the,6961417.875,DT,160,6.461418845027831
3,air,21460.5,NN,160,0.6747744293296928
4,in,2118706.875,IN,160,5.2716165665251795
5,a,2419745.625,DT,160,5.404505368361806
6,great,50869.125,JJ,160,1.539574373028718
7,flock,853.875,NN,160,-2.5699439913390827
8,all,295252.875,PDT,160,3.300044068279032
9,the,6961417.875,DT,160,6.461418845027831
10,birds,6679.125,NNS,160,-0.4964020950930073
11,flew,2639.25,VBD,160,-1.43021501299783
12,when,241066.125,WRB,160,3.097140981674583
13,the,6961417.875,DT,160,6.461418845027831
14,signal,3573.0,NN,160,-1.1252571237488564
15,was,1039471.875,VBD,160,4.559308638799121
16,given,47097.0,VBN,160,1.462401576325588
17,.,24.75,.,160,-6.2500316988811715
1,the,6961417.875,DT,161,6.461418845027831
2,air,21460.5,NN,161,0.6747744293296928
3,was,1039471.875,VBD,161,4.559308638799121
4,full,31273.875,JJ,161,1.0521967920646549
5,of,3309513.75,IN,161,5.717712269505563
6,dust,3155.625,NN,161,-1.2503597749904594
7,",",3.375,",",161,-8.553019211179882
8,and,3018237.75,CC,161,5.625565196146023
9,it,1225753.875,PRP,161,4.724208657999368
10,seemed,26789.625,VBD,161,0.8970984354565016
11,as,582511.5,RB,161,3.9799489740033183
12,if,266745.375,IN,161,3.19843721727396
13,a,2419745.625,DT,161,5.404505368361806
14,black,28013.625,JJ,161,0.9418738366932322
15,cloud,2463.75,NN,161,-1.4996295696947795
16,were,363186.0,VBD,161,3.507260646608495
17,floating,1801.125,VBG,161,-1.8152802035690867
18,over,148810.5,IN,161,2.6143362659926406
19,the,6961417.875,DT,161,6.461418845027831
20,field,17210.25,NN,161,0.45348820664369827
21,.,24.75,.,161,-6.2500316988811715
1,you,782544.375,PRP,162,4.27528215619628
2,could,189441.0,MD,162,2.8559571371454693
3,hear,15575.625,VB,162,0.35339250919019793
4,the,6961417.875,DT,162,6.461418845027831
5,birds,6679.125,NNS,162,-0.4964020950930073
6,chirping,28.125,VBG,162,-6.097981338105189
7,and,3018237.75,CC,162,5.625565196146023
8,flapping,337.5,VBG,162,-3.513189722621564
9,from,465226.875,IN,162,3.755010894996567
10,fields,6557.625,NNS,162,-0.5148816692426097
11,that,1254804.75,WDT,162,4.747640315532376
12,were,363186.0,VBD,162,3.507260646608495
13,miles,12000.375,NNS,162,0.091812562062303
14,away,43590.375,RB,162,1.3848915820092693
15,.,24.75,.,162,-6.2500316988811715
1,the,6961417.875,DT,163,6.461418845027831
2,little,54113.625,JJ,163,1.6014982301650047
3,birds,6679.125,NNS,163,-0.4964020950930073
4,that,1254804.75,WDT,163,4.747640315532376
5,soon,17893.125,RB,163,0.4925106997026604
6,grew,5133.375,VBD,163,-0.760910677668147
7,tired,4636.125,JJ,163,-0.8633047916141591
8,fell,12039.75,VBD,163,0.09508362477814343
9,back,115117.875,RB,163,2.3573577842972915
10,quickly,13932.0,RB,163,0.2415582334641088
11,to,2880389.25,TO,163,5.578807643890024
12,earth,10929.375,NN,163,-0.001991847816021274
13,.,24.75,.,163,-6.2500316988811715
1,the,6961417.875,DT,164,6.461418845027831
2,fact,41592.375,NN,164,1.3378888287441175
3,that,1254804.75,IN,164,4.747640315532376
4,the,6961417.875,DT,164,6.461418845027831
5,larger,8593.875,JJR,164,-0.24332273913751873
6,ones,13225.5,NNS,164,0.18933449947085962
7,held,31222.125,VBD,164,1.050549301672023
8,out,174771.0,RP,164,2.775287055591765
9,longer,8118.0,RBR,164,-0.3004650278395528
10,",",3.375,",",164,-8.553019211179882
11,and,3018237.75,CC,164,5.625565196146023
12,flew,2639.25,VBD,164,-1.43021501299783
13,higher,18307.125,JJR,164,0.5154466413168243
14,and,3018237.75,CC,164,5.625565196146023
15,higher,18307.125,JJR,164,0.5154466413168243
16,",",3.375,",",164,-8.553019211179882
17,but,513081.0,CC,164,3.8529715218956166
18,the,6961417.875,DT,164,6.461418845027831
19,eagle,1447.875,NN,164,-2.0358538449754944
20,flew,2639.25,VBD,164,-1.43021501299783
21,highest,5465.25,JJS,164,-0.6979358896911749
22,of,3309513.75,IN,164,5.717712269505563
23,any,139621.5,DT,164,2.550536358800449
24,",",3.375,",",164,-8.553019211179882
25,surprised,6055.875,VBD,164,-0.5948724325146189
26,no,236185.875,DT,164,3.0766719263474687
27,one,327827.25,NN,164,3.404768284874383
28,.,24.75,.,164,-6.2500316988811715
1,could,189441.0,MD,165,2.8559571371454693
2,anyone,16825.5,NN,165,0.4308077248245228
3,stop,17080.875,VB,165,0.44590298697625275
4,the,6961417.875,DT,165,6.461418845027831
5,eagle,1447.875,NN,165,-2.0358538449754944
6,that,1254804.75,WDT,165,4.747640315532376
7,seemed,26789.625,VBD,165,0.8970984354565016
8,to,2880389.25,TO,165,5.578807643890024
9,be,747877.5,VB,165,4.229951711019649
10,flying,5366.25,VBG,165,-0.716307587801143
11,straight,11257.875,RB,165,0.02770276040295964
12,into,183903.75,IN,165,2.8262649157595674
13,the,6961417.875,DT,165,6.461418845027831
14,sun,12966.75,NN,165,0.16950296044739327
15,?,1.125,.,165,-9.928453736910233
1,the,6961417.875,DT,166,6.461418845027831
2,other,159907.5,JJ,166,2.6863250877098728
3,birds,6679.125,NNS,166,-0.4964020950930073
4,gave,25814.25,VBD,166,0.8599337458566444
5,out,174771.0,RP,166,2.775287055591765
6,one,327827.25,CD,166,3.404768284874383
7,by,577212.75,IN,166,3.9708063601786745
8,one,327827.25,CD,166,3.404768284874383
9,and,3018237.75,CC,166,5.625565196146023
10,when,241066.125,WRB,166,3.097140981674583
11,the,6961417.875,DT,166,6.461418845027831
12,eagle,1447.875,NN,166,-2.0358538449754944
13,saw,30079.125,VBD,166,1.0131758548051946
14,this,521145.0,DT,166,3.868574026404361
15,he,766551.375,PRP,166,4.2546246760537185
16,thought,63993.375,VBD,166,1.7694471444811157
17,",",3.375,",",166,-8.553019211179882
18,``,1.125,``,166,-9.928453736910233
19,what,280666.125,WP,166,3.249344451920133
20,is,1123725.375,VBZ,166,4.637272887394371
21,the,6961417.875,DT,166,6.461418845027831
22,use,70798.5,NN,166,1.870647043376689
23,of,3309513.75,IN,166,5.717712269505563
24,flying,5366.25,VBG,166,-0.716307587801143
25,any,139621.5,DT,166,2.550536358800449
26,higher,18307.125,JJR,166,0.5154466413168243
27,?,1.125,.,166,-9.928453736910233
1,this,521145.0,DT,167,3.868574026404361
2,victory,6338.25,NN,167,-0.5490340724920767
3,is,1123725.375,VBZ,167,4.637272887394371
4,in,2118706.875,IN,167,5.2716165665251795
5,the,6961417.875,DT,167,6.461418845027831
6,bag,6005.25,NN,167,-0.6032547938939171
7,and,3018237.75,CC,167,5.625565196146023
8,i,1018488.375,PRP,167,4.538908306568984
9,am,30231.0,VBP,167,1.0182250112902427
10,king,18436.5,NN,167,0.5224974817880327
11,!,1.125,.,167,-9.928453736910233
12,'',38.25,'',167,-5.771988235240828
1,then,180929.25,RB,168,2.8099458736886045
2,the,6961417.875,DT,168,6.461418845027831
3,birds,6679.125,NNS,168,-0.4964020950930073
4,below,16126.875,RB,168,0.38826624615317923
5,called,37171.125,VBD,168,1.22530006570875
6,with,733556.25,IN,168,4.210608759730691
7,one,327827.25,CD,168,3.404768284874383
8,accord,1303.875,NN,168,-2.1416775887532666
9,",",3.375,",",168,-8.553019211179882
10,``,1.125,``,168,-9.928453736910233
11,come,78215.625,VB,168,1.9704115774999404
12,back,115117.875,RB,168,2.3573577842972915
13,",",3.375,CC,168,-8.553019211179882
14,come,78215.625,VB,168,1.9704115774999404
15,back,115117.875,RB,168,2.3573577842972915
16,!,1.125,.,168,-9.928453736910233
1,it,1225753.875,PRP,169,4.724208657999368
2,is,1123725.375,VBZ,169,4.637272887394371
3,you,782544.375,PRP,169,4.27528215619628
4,who,232455.375,WP,169,3.0607401348152368
5,must,81642.375,MD,169,2.0133476619429134
6,be,747877.5,VB,169,4.229951711019649
7,our,106881.75,PRP$,169,2.2830431664730333
8,king,18436.5,NN,169,0.5224974817880327
9,because,95833.125,IN,169,2.1738060896422704
10,no,236185.875,DT,169,3.0766719263474687
11,one,327827.25,NN,169,3.404768284874383
12,can,265861.125,MD,169,3.1951148707012313
13,fly,4287.375,VB,169,-0.9419675205365022
14,as,582511.5,RB,169,3.9799489740033183
15,high,43794.0,JJ,169,1.3895644928191249
16,as,582511.5,IN,169,3.9799489740033183
17,you,782544.375,PRP,169,4.27528215619628
18,.,24.75,.,169,-6.2500316988811715
19,'',38.25,'',169,-5.771988235240828
1,``,1.125,``,170,-9.928453736910233
2,except,8040.375,IN,170,-0.31013567742877096
3,me,156406.5,PRP,170,2.6641675914691647
4,!,1.125,.,170,-9.928453736910233
5,'',38.25,'',170,-5.771988235240828
1,cried,3359.25,VBN,171,-1.1873655656410396
2,a,2419745.625,DT,171,5.404505368361806
3,shrill,299.25,JJ,171,-3.6356089876900897
4,",",3.375,",",171,-8.553019211179882
5,shrill,299.25,JJ,171,-3.6356089876900897
6,voice,28459.125,NN,171,0.9576949731450306
7,",",3.375,",",171,-8.553019211179882
8,and,3018237.75,CC,171,5.625565196146023
9,out,174771.0,IN,171,2.775287055591765
10,of,3309513.75,IN,171,5.717712269505563
11,the,6961417.875,DT,171,6.461418845027831
12,blue,11785.5,NN,171,0.07367848575642609
13,the,6961417.875,DT,171,6.461418845027831
14,little,54113.625,JJ,171,1.6014982301650047
15,bird,4449.375,NN,171,-0.9046718989251207
16,without,51952.5,IN,171,1.5606783996360583
17,a,2419745.625,DT,171,5.404505368361806
18,name,29593.125,NN,171,0.9968520427864583
19,rose,12690.0,VBD,171,0.14788838921751188
20,from,465226.875,IN,171,3.755010894996567
21,the,6961417.875,DT,171,6.461418845027831
22,eagle,1447.875,NN,171,-2.0358538449754944
23,'s,908220.375,POS,171,4.424277849605104
24,back,115117.875,NN,171,2.3573577842972915
25,",",3.375,",",171,-8.553019211179882
26,where,122198.625,WRB,171,2.417113510595316
27,he,766551.375,PRP,171,4.2546246760537185
28,had,501070.5,VBD,171,3.829271959244354
29,lain,366.75,VBN,171,-3.4287458632638685
30,hidden,3848.625,VBN,171,-1.0505830745340685
31,in,2118706.875,IN,171,5.2716165665251795
32,the,6961417.875,DT,171,6.461418845027831
33,feathers,936.0,NNS,171,-2.476465046507152
34,.,24.75,.,171,-6.2500316988811715
1,his,487798.875,PRP$,172,3.80241399149176
2,guile,85.5,NN,172,-4.9279394856445675
3,was,1039471.875,VBD,172,4.559308638799121
4,the,6961417.875,DT,172,6.461418845027831
5,ace,2164.5,NN,172,-1.630072441863517
6,up,208252.125,IN,172,2.950706260133212
7,his,487798.875,PRP$,172,3.80241399149176
8,sleeve,1078.875,NN,172,-2.3331827108952496
9,",",3.375,",",172,-8.553019211179882
10,and,3018237.75,CC,172,5.625565196146023
11,he,766551.375,PRP,172,4.2546246760537185
12,laughed,5483.25,VBD,172,-0.6946314545608429
13,to,2880389.25,TO,172,5.578807643890024
14,himself,34967.25,PRP,172,1.1640602702362055
15,at,537950.25,IN,172,3.900327488661853
16,how,114206.625,WRB,172,2.3494029854196268
17,easy,16620.75,JJ,172,0.4185217203499744
18,it,1225753.875,PRP,172,4.724208657999368
19,had,501070.5,VBD,172,3.829271959244354
20,been,302313.375,VBN,172,3.3236926694507885
21,to,2880389.25,TO,172,5.578807643890024
22,outwit,67.5,VB,172,-5.175142427681926
23,the,6961417.875,DT,172,6.461418845027831
24,other,159907.5,JJ,172,2.6863250877098728
25,birds,6679.125,NNS,172,-0.4964020950930073
26,.,24.75,.,172,-6.2500316988811715
1,higher,18307.125,JJR,173,0.5154466413168243
2,and,3018237.75,CC,173,5.625565196146023
3,higher,18307.125,JJR,173,0.5154466413168243
4,he,766551.375,PRP,173,4.2546246760537185
5,mounted,2256.75,VBD,173,-1.5880631247382686
6,",",3.375,",",173,-8.553019211179882
7,until,45883.125,IN,173,1.4362440822117084
8,he,766551.375,PRP,173,4.2546246760537185
9,was,1039471.875,VBD,173,4.559308638799121
10,lost,21847.5,VBN,173,0.6926914557552147
11,to,2880389.25,TO,173,5.578807643890024
12,sight,7551.0,NN,173,-0.3731677448591022
13,",",3.375,",",173,-8.553019211179882
14,and,3018237.75,CC,173,5.625565196146023
15,then,180929.25,RB,173,2.8099458736886045
16,folding,544.5,VBG,173,-3.0261218548322484
17,his,487798.875,PRP$,173,3.80241399149176
18,wings,2732.625,NNS,173,-1.395269907241291
19,together,28080.0,RP,173,0.9442567814842326
20,",",3.375,",",173,-8.553019211179882
21,he,766551.375,PRP,173,4.2546246760537185
22,sank,1261.125,VBD,173,-2.175062395515763
23,to,2880389.25,TO,173,5.578807643890024
24,earth,10929.375,NN,173,-0.001991847816021274
25,crying,2242.125,VBG,173,-1.5944744177180499
26,shrilly,58.5,RB,173,-5.325503738827935
27,",",3.375,",",173,-8.553019211179882
28,``,1.125,``,173,-9.928453736910233
29,i,1018488.375,PRP,173,4.538908306568984
30,am,30231.0,VBP,173,1.0182250112902427
31,king,18436.5,NN,173,0.5224974817880327
32,",",3.375,CC,173,-8.553019211179882
33,i,1018488.375,PRP,173,4.538908306568984
34,am,30231.0,VBP,173,1.0182250112902427
35,king,18436.5,NN,173,0.5224974817880327
36,!,1.125,.,173,-9.928453736910233
37,'',38.25,'',173,-5.771988235240828
1,the,6961417.875,DT,174,6.461418845027831
2,eagle,1447.875,NN,174,-2.0358538449754944
3,tricked,220.5,VBN,174,-3.9487229790077603
4,by,577212.75,IN,174,3.9708063601786745
5,the,6961417.875,DT,174,6.461418845027831
6,little,54113.625,JJ,174,1.6014982301650047
7,bird,4449.375,NN,174,-0.9046718989251207
8,had,501070.5,VBD,174,3.829271959244354
9,not,520624.125,RB,174,3.8675734186303243
10,sensed,1117.125,VBN,174,-2.2976012441251115
11,the,6961417.875,DT,174,6.461418845027831
12,bird,4449.375,NN,174,-0.9046718989251207
13,in,2118706.875,IN,174,5.2716165665251795
14,his,487798.875,PRP$,174,3.80241399149176
15,feathers,936.0,NNS,174,-2.476465046507152
16,and,3018237.75,CC,174,5.625565196146023
17,so,238677.75,RB,174,3.0871752871511715
18,had,501070.5,VBD,174,3.829271959244354
19,not,520624.125,RB,174,3.8675734186303243
20,at,537950.25,IN,174,3.900327488661853
21,all,295252.875,DT,174,3.300044068279032
22,expected,18860.625,VBN,174,0.5452993052064871
23,the,6961417.875,DT,174,6.461418845027831
24,bird,4449.375,NN,174,-0.9046718989251207
25,to,2880389.25,TO,174,5.578807643890024
26,come,78215.625,VB,174,1.9704115774999404
27,flying,5366.25,VBG,174,-0.716307587801143
28,out,174771.0,RP,174,2.775287055591765
29,like,173077.875,IN,174,2.7655410923991384
30,that,1254804.75,DT,174,4.747640315532376
31,.,24.75,.,174,-6.2500316988811715
1,the,6961417.875,DT,175,6.461418845027831
2,birds,6679.125,NNS,175,-0.4964020950930073
3,back,115117.875,RB,175,2.3573577842972915
4,on,814721.625,IN,175,4.315594337402501
5,earth,10929.375,NN,175,-0.001991847816021274
6,were,363186.0,VBD,175,3.507260646608495
7,all,295252.875,DT,175,3.300044068279032
8,up,208252.125,RB,175,2.950706260133212
9,in,2118706.875,IN,175,5.2716165665251795
10,arms,12535.875,NNS,175,0.13559377269405426
11,.,24.75,.,175,-6.2500316988811715
1,``,1.125,``,176,-9.928453736910233
2,you,782544.375,PRP,176,4.27528215619628
3,",",3.375,",",176,-8.553019211179882
4,and,3018237.75,CC,176,5.625565196146023
5,not,520624.125,RB,176,3.8675734186303243
6,the,6961417.875,DT,176,6.461418845027831
7,eagle,1447.875,NN,176,-2.0358538449754944
8,",",3.375,",",176,-8.553019211179882
9,our,106881.75,PRP$,176,2.2830431664730333
10,king,18436.5,NN,176,0.5224974817880327
11,?,1.125,.,176,-9.928453736910233
12,'',38.25,'',176,-5.771988235240828
1,the,6961417.875,DT,177,6.461418845027831
2,birds,6679.125,NNS,177,-0.4964020950930073
3,cried,3359.25,VBD,177,-1.1873655656410396
4,",",3.375,",",177,-8.553019211179882
5,fuming,158.625,VBG,177,-4.287796847652131
6,with,733556.25,IN,177,4.210608759730691
7,anger,4366.125,NN,177,-0.9236354506729516
8,.,24.75,.,177,-6.2500316988811715
1,``,1.125,``,178,-9.928453736910233
2,you,782544.375,PRP,178,4.27528215619628
3,have,532904.625,VBP,178,3.8908988165500933
4,done,39907.125,VBN,178,1.2964549713802174
5,this,521145.0,DT,178,3.868574026404361
6,by,577212.75,IN,178,3.9708063601786745
7,breaking,3705.75,VBG,178,-1.0886585097223387
8,every,45154.125,DT,178,1.4202008829350312
9,rule,10499.625,NN,178,-0.04226068650687427
10,in,2118706.875,IN,178,5.2716165665251795
11,the,6961417.875,DT,178,6.461418845027831
12,book,27927.0,NN,178,0.9387812420682096
13,",",3.375,",",178,-8.553019211179882
14,so,238677.75,IN,178,3.0871752871511715
15,we,403641.0,PRP,178,3.6129337402428114
16,will,286386.75,MD,178,3.2695345742776034
17,not,520624.125,RB,178,3.8675734186303243
18,have,532904.625,VB,178,3.8908988165500933
19,you,782544.375,PRP,178,4.27528215619628
20,",",3.375,",",178,-8.553019211179882
21,who,232455.375,WP,178,3.0607401348152368
22,are,529817.625,VBP,178,3.8850862785826297
23,simply,19975.5,RB,178,0.602884037788809
24,tricky,738.0,JJ,178,-2.717152260331401
25,and,3018237.75,CC,178,5.625565196146023
26,cunning,534.375,JJ,178,-3.0450758307775874
27,",",3.375,",",178,-8.553019211179882
28,to,2880389.25,TO,178,5.578807643890024
29,reign,2099.25,VB,178,-1.6608671224653437
30,over,148810.5,IN,178,2.6143362659926406
31,us,87972.75,PRP,178,2.0881180443899345
32,.,24.75,.,178,-6.2500316988811715
33,'',38.25,'',178,-5.771988235240828
1,the,6961417.875,DT,179,6.461418845027831
2,bird,4449.375,NN,179,-0.9046718989251207
3,without,51952.5,IN,179,1.5606783996360583
